mz_time	JDC_20160102_LU.CT22_001	JDC_20160102_LU.CT23_001	JDC_20160102_LU.CT24_001	JDC_20160102_LU.CT48_001	JDC_20160102_LU.CT50_001	JDC_20160102_LU.CTH26_001	JDC_20160102_LU.CTH28_001	JDC_20160102_LU.CTH46_001	JDC_20160102_LU.CTH47_001	JDC_20160102_LU.CTH49_001
249.126028_123.325	924078.0972	3089705.211	6731842.189	5915093.036	3211730.095	7092063.381	1554929.74	7043256.935	3778598.121	4003580.086
249.1452826_183.472	1263637.657	283282.5281	217855.363	2981582.397	5860028.249	195553.7343	1069173.376	1585450.79	1861297.122	1971373.198
249.1518532_248.528	468840.0812	1064626.408	3148832.426	2448145.898	1208307.343	3897947.671	493871.0952	434151.343	380849.2932	488227.8856
249.1453486_153.194	538320.1198	1379323.145	421667.2083	937675.4283	1818852.149	990246.1285	714781.7846	2934465.094	1775652.089	995642.3529
249.1842054_33.86575	545113.6404	376338.4424	410747.191	824480.6177	1385191.648	485998.6061	399702.4627	1062391.415	1278712.362	942274.092
249.6179652_36.419	153380.1465	126846.3362	153834.7559	1095648.978	1325759.092	489112.5981	40003.12017	854357.5968	748916.7616	690575.9874
250.0927265_131.226	1320227.245	2126513.19	2132030.466	3112063.022	3341425.048	991015.8959	667938.0922	1111633.357	1191323.883	827506.5173
250.9994129_133.439	2251328.657	2185902.182	1318238.908	2603236.275	1657732.497	1397088.842	2427595.521	1495218.48	484895.2745	2933355.432
251.0358288_171.3045	124731147	123867812.8	267809198	134428781.8	117789362.1	314248922.5	63616108.64	61011412.85	161313533.4	76125998.28
251.0672804_202.362	2829991.996	2162279.447	5278790.14	3748716.539	6151200.287	5210306.107	2898700.952	4412792.78	3685227.335	2401953.375
251.067261_241.223	3369309.17	2578253.632	3688893.533	1990252.936	5541627.861	3767340.946	4091085.489	2230386.214	5986713.875	6671383.547
251.0882583_169.67	985271.1527	1488305.033	691135.2058	1390700.168	1259549.49	1889818.416	1274009.525	3107841.971	4082334.179	1375796.765
251.1019105_44.46195	447051.3816	393696.8709	969077.864	875164.0673	1596647.361	2852188.473	756471.3845	1304835.632	1826386.968	1578538.584
251.1036756_201.441	2678601.441	1850767.989	2245083.197	2418640.573	2365905.249	1454709.907	2702082.647	3592863.782	4779068.625	3773002.509
251.124525_166.191	2580286.399	7894362.546	2133817.116	6795227.686	9726936.009	2448232.205	2759149.416	8321049.475	7190023.047	4864312.977
251.124541_46.4525	730972.2882	781011.975	496772.5124	1381925.807	2921478.931	785014.3921	767800.1031	2722045.922	2264737.941	2815591.658
251.1246537_137.249	1129381.019	1019919.858	3541184.486	1648913.299	472821.6554	1923236.307	1010272.114	8832988.794	11137283.22	1013663.246
251.1634472_114.322	1239466.996	1061448.772	1775242.854	1841099.866	1934210.703	1290644.772	1249949.271	1121329.747	1890292.535	2047559.223
251.1634572_135.273	2012978.478	1549912.839	1393048.073	2507234.668	285757.7885	1031399.127	2404443.244	1675137.635	941621.211	2981446.533
251.1845636_45.3185	587101.8308	598840.9964	513238.7745	973743.9059	595066.8149	734183.0458	464139.6405	1123467.662	1708494.512	1453284.635
251.1958144_283.433	1097128.593	895818.8714	8354044.786	5488710.844	5760867.334	5129793.87	278520.2184	962978.8446	2049389.472	1095939.917
251.199834_36.6359	629953.7227	616686.6831	500350.8665	1404969.047	2109532.483	788392.0462	593966.0026	1501787.61	1733393.043	2050968.532
251.9937135_291.985	51919.31149	254296.0977	504152.7697	577689.0379	441551.4207	207607.0775	30534.89164	129306.7278	67201.64371	177105.6093
252.0352333_171.2905	1553878.647	1431723.93	3180990.701	3646288.135	3761923.169	3961743.085	966292.4116	2768770.17	1842509.052	870922.6072
252.0390832_171.121	4098796.487	5300549.64	11326924.17	2610485.905	2784065.28	13379345.95	2636090.11	1063007.184	6958331.331	3170801.918
252.0529214_46.76945	22971.48912	43878.47029	1484266.668	4623684.532	6373976.258	524512.5534	48988.18734	3270995.898	6204037.555	2287833.997
252.0769761_274.344	464496.9403	950450.7255	1138960.441	1743347.621	1895717.713	791588.9387	154888.9658	431031.1532	586832.029	1185253.656
252.1070407_275.241	344311.491	923360.6105	3827145.986	1246256.479	840208.2254	2947420.332	165216.7249	562081.9716	819412.7661	508419.2312
252.9964357_135.0675	1023212.744	1217018.687	915903.5162	1471989.474	1249310.979	968953.9417	1450221.566	277813.7058	490899.4147	1201033.905
253.0316243_171.248	10984214.87	8755721.07	23932184.86	8992680.181	10657621.44	28061893.32	5509255.064	5331139.705	14536233.9	6793259.687
253.039837_171.295	1280422.372	1587877.855	3005659.157	1143275.851	1858773.973	3437179.98	870839.7338	641655.4482	1621102.743	1033296.052
253.0562548_46.6774	672384.3542	674109.5725	3672740.708	5045355.348	12640713.97	1065840.845	630923.3052	6707017.259	19054388.99	7593328.169
253.0828959_240.099	1256326.712	3605110.929	2934594.715	1570784.614	3001390.007	2808023.358	3000274.045	3088534.994	3645542.051	2231089.896
253.0829145_201.067	1799356.484	2228478.633	1698547.746	2195530.509	1892090.478	1655307.109	2265193.079	3912958.288	3276383.29	3293954.492
253.1038037_163.357	2105036.27	3147616.376	1373268.578	1639205.119	2748895.858	2225018.372	2087334.968	4608916.48	4782176.916	2463061.738
253.1037944_115.714	1584483.178	1870299.009	1768715.311	2527095.982	3720851.547	1440097.282	2323994.675	3235584.23	4133893.589	2555734.812
253.1038262_181.8105	1861927.996	2652618.129	1655277.681	6801625.96	1472888.692	1940167.116	5074479.656	4346527.2	4013837.69	4651955.529
253.1174793_208.86	1337267.784	2701375.801	4451061.931	2856027.855	3279765.49	4907435.274	1803685.963	4881779.778	4302387.706	4163992.274
253.1426925_114.6105	2409861.154	1597078.697	2305675.439	2764858.117	3572451.688	1800370.76	1732859.209	1811287.254	3396072.517	2828679.015
253.1427259_34.02565	1012686.587	895256.3179	944973.2748	2524118.393	4121356.23	1193065.556	1241185.302	2481768.832	2989882.492	2229103.87
253.1426736_135.559	2571285.054	2763745.652	2944802.83	3156283.599	1129094.785	1932415.702	3526142.17	6029398.111	1722247.754	3631089.161
253.1790562_115.421	3061657.196	2516075.408	2526732.675	3999547.473	4343303.78	1744497.385	2473225.887	2654924.553	3570486.168	4388968.375
253.1790463_45.2871	1248684.122	995998.9007	2246045.181	4250765.502	4389946.5	2115572.658	762744.83	6084571.138	7511481.617	2837778.162
253.1790666_133.9215	2901908.027	3459462.982	1360670.028	4720576.057	5621590.817	2125343.995	4669854.953	2554832.428	1894750.736	5669792.11
253.2154433_36.94425	1087352.622	796003.7333	840331.2788	2678961.868	3439174.287	505368.4001	509252.3753	1173026.821	1041604.081	1513258.291
253.2155049_135.214	4462782.583	1880262.648	2910694.063	1236957.318	1857187.289	1632508.177	1873859.022	1211734.361	1451956.17	2550318.098
254.0111616_258.024	720009.8733	525062.5824	684773.1433	699902.8653	686073.9418	546797.9483	380173.0716	854202.2257	1822760.643	949230.7026
254.0348973_171.707	399057.0676	376805.4255	578069.7704	381752.8651	544078.3143	847739.0802	185798.2615	139857.8026	261126.8529	301139.6764
254.247041_118.011	994273.0709	880108.2929	833685.5329	1053167.606	1054796.579	929753.6016	955831.1077	1134490.68	1254011.554	1291947.085
255.0054889_44.3842	391462.2402	262961.4787	857089.3511	770751.2189	2501220.415	1107902.876	196204.8288	1876104.867	3752786.007	2147874.208
255.0621735_240.4545	1228015.283	1305652.963	1622460.333	1306061.068	976964.977	1152289.117	639978.8439	1338221.401	844332.4757	1745541.298
255.064415_36.6577	682310.8153	998929.6317	930524.1765	1923748.84	484900.2557	372332.8505	196861.9268	737485.552	6335738.772	2533664.513
255.1219733_115.107	1280057.244	1891372.891	2363310.145	2996688.67	2905540.911	1946693.275	1975868.842	1968218.882	2211920.028	3178479.292
255.1219352_135.087	3085486.221	2969908.415	1266474.704	3622502.115	4573086.129	1230211.895	3728185.75	2140995.731	1696334.541	4480471.82
255.1219088_48.6932	1278023.965	787824.6258	1804012.472	3543578.405	3809019.235	2179010.682	1200791.367	2829647.005	3988652.241	3974559.385
255.1583067_115.179	3473746.166	3030410.868	4108345.47	5285511.561	5475689.882	4312293.347	338491.237	2235804.557	4925878.184	5519052.117
255.1583067_135.264	2582096.37	4337745.922	2220179.063	6118008.778	9540880.207	3463108.998	4851400.759	3763786.469	2648579.546	6903402.869
255.1582682_48.23475	1587243.53	1870200.965	2984555.937	4978102.015	5624176.143	2170505.404	1720655.329	4554134.704	5790387.031	5089444.627
255.1582818_33.45775	2419492.51	1905018.123	1661229.557	3477810.015	9077609.022	2122660.286	1568050.456	3960668.426	6634092.286	5516608.708
255.1946878_115.626	3655922.157	2086274.571	2023540.106	3150889.717	3273354.058	2017583.523	1394135.138	2082239.698	2942363.236	3324573.702
255.1946959_135.456	2223439.61	3376186.119	3568837.373	4246230.237	4901702.611	1202945.888	4263244.3	2117341.994	2532971.988	6645860.38
255.1946827_47.718	1723983.985	1634864.458	694930.4903	4936381.881	5207697.023	1303797.867	1605327.666	4702125.421	6044894.894	1983384.771
255.209943_35.1959	745927.6231	670651.4193	659474.3616	931946.7504	727097.3658	594656.2964	594817.4797	380217.0701	3404808.558	481301.0392
255.2310752_35.5694	804279.5962	947233.9658	645990.0292	1816935.361	2563217.034	871694.3544	830748.7775	1907211.053	1732352.546	2192115.072
256.1899666_41.916	193282.6134	252844.3831	283143.2375	556535.7184	806296.1393	544487.452	218993.3974	489118.155	526913.0903	501816.8696
256.2626921_40.5298	1083400.896	821295.5786	663433.3618	1910712.877	2633345.135	1635951.316	1398575.032	1445359.085	2666374.481	2826968.634
257.137548_115.055	2463412.784	1329853.829	2920541.939	3454348.774	4452698.21	1820338.244	1638172.255	5001072.675	4156669.077	4014127.828
257.1375648_135.371	2668758.664	2973320.795	2119184.425	4097947.236	3466115.413	888315.6454	3607322.001	2367663.375	1542479.592	5057771.845
257.1375517_48.20755	1130734.703	1100253.132	2230101.277	3141415.3	3889206.529	2260622.388	1098136.315	3046553.912	5490125.173	2411078.972
257.1463655_283.218	1088447.722	1602716.691	459964.7717	20277480.49	7714040.402	571888.0735	1039816.234	2190499.387	1714687.262	3924814.256
257.1739336_114.3635	1703881.304	1572532.066	1823348.073	3213243.989	3396631.572	1671966.438	1918151.312	2817738.886	2508706.193	2651018.301
257.1739715_136.5075	1775074.753	2373209.561	794571.4742	3077162.486	3567930.742	1480665.711	2573245.8	1789804.088	994161.2839	3689805.216
257.1739146_47.6524	869112.2743	1009166.991	1605217.985	2710356.227	3025390.072	2110415.081	850983.0064	1727977.575	2932950.41	3244038.842
257.9315185_43.84525	1319482.258	1265795.597	2227210.102	3038573.092	4721759.632	3872696.669	1120885.009	4532527.315	4717121.43	3282617.764
257.9453479_235.137	62261.34248	135622.6555	639527.534	143075.4104	205304.1874	510748.1972	170710.1396	286220.4355	496737.6091	280287.1451
257.9921396_207.402	8963.372367	229977.7033	224431.3867	951644.9432	1210089.916	530701.9029	30214.33403	858666.471	2309353.676	972598.7243
258.005226_111.7105	737330.8385	1133961.065	1927041.088	2381751.44	2838582.546	2298247.974	753758.5385	2060212.572	1006298.127	671377.8207
258.1093105_343.093	237946862.7	491517108.6	1913292150	596553060.9	596392445	1389022965	78556434.77	313362052.1	341882467.3	278481515.9
258.1693173_128.641	1115368.882	1612830.09	2093705.377	4910600.418	3194232.806	2104214.909	1454688.912	2764582.551	1833702.02	2237042.361
258.169293_208.817	3238001.332	4127982.13	2776445.293	2260510.046	2909734.321	3477755.022	1910348.66	661948.4507	928001.1169	1110290.708
258.1692788_50.08615	2095560.869	2033476.882	2206085.085	3173170.698	5439568.054	2421703.518	1370907.606	4519385.982	5124742.824	6058062.362
258.2784122_118.209	1005810.451	1201426.153	747719.4098	1471024.433	1735311.886	2018983.1	1056834.012	1276567.048	1514733.954	1516614.057
258.8986346_223.233	3948573.938	5003164.283	13153764.91	16323088.39	13157527.97	7340067.735	1725200.762	7554632.391	20890608.35	12016856.03
258.989253_207.828	12329.20997	1406899.45	835586.9978	3094457.197	4853003.138	1605862.175	114147.6631	2979033.8	8200992.544	1881925.656
259.1064244_343.115	591578.2619	983270.9628	6618806.318	1951796.052	1841429.555	4007633.378	174514.0029	959314.0081	911583.438	828571.5762
259.1126836_343.355	12247634.37	34241015.92	164293081	23592199.67	22622877.14	119381987.4	6616702.589	21077340.46	23892245.28	15433250.43
259.2048857_34.62385	532931.1381	144299.3771	509470.1994	1636417.01	818371.0498	536064.4587	358018.9669	775196.2254	431797.0638	1474456.344
259.6193712_191.206	170954.1273	31623.84922	6509.367565	367647.1593	132163.3008	33394.50387	390966.1175	263102.3076	246306.7429	720686.2398
259.9295645_43.7935	1225763.208	1310367.739	2172784.204	3063483.359	4754454.706	3668922.088	1128688.524	4489934.882	4544100.575	3240745.488
260.0005199_324.054	4541828.664	3167957.81	3010846.02	124443.889	2854819.267	7712346.447	527362.7698	187550.5331	1145183.119	127052.521
260.1132693_343.393	998991.5627	3304194.771	20653282.47	3968317.761	3948716.853	12496780.81	740820.6562	1934314.191	1585869.868	2281904.997
260.1485226_48.3167	1355970.455	1065229.681	1628597.171	2878704.238	3881193.925	1380457.387	749390.9914	3482059.741	4159834.312	3368590.107
260.1671617_118.452	558142.9868	455772.6653	757618.0168	5536166.158	5211434.037	1023208.28	597306.4666	4786926.883	2976743.898	3386996.073
260.1849017_127.248	1477560.244	7457063.019	5342760.186	19335259.37	7047115.903	6509226.961	3022116.816	7537121.634	5373993.061	9978735.052
260.1849001_207.401	6710068.301	7949267.465	8935023.994	8589558.011	7154199.671	17392439.81	4747419.969	2299311.809	2541784.732	5086912.626
261.1090641_179.367	1176618.508	1136493.418	237818.1905	1787025.105	2113779.104	247492.8139	2178717.434	2986727.887	3302256	2219493.796
261.1168489_343.083	209851.0294	245399.8496	1711463.97	534154.7066	370877.0204	517075.1547	176925.2596	331796.4177	438923.1188	295692.8451
261.1090741_155.258	671498.4718	1413372.477	598644.8279	2793624.699	2563125.742	2466122.876	1099394.179	2563587.155	3848077.009	1597231.82
261.1301449_177.6335	1859542.758	2404556.355	422098.023	4934645.607	4203518.883	380361.0622	3472721.009	6050637.976	4565261.35	1619653.332
261.1300989_111.319	1666086.337	1932368.278	2724562.334	4247687.601	2208118.342	1341529.644	1795784.716	2001186.78	2437967.283	2682251.085
261.1301204_146.018	1642847.314	2046342.636	2486024.026	2206240.806	8887415.72	2655846.517	1540971.266	10338020.06	8693161.406	2117398.208
261.14376_209.55	799446.5751	2214851.103	2148597.601	1816108.279	1790621.038	3918476.629	653264.928	2815594.733	3186449.399	1488521.679
261.1704787_118.6175	708114.2897	1096386.541	1577309.106	5523177.198	9605160.563	1754567.088	756850.7692	7217992.339	13316829.53	10200139.12
261.1801397_284.763	63062.72085	135917.9324	5069181.596	652898.3974	807165.5897	1026832.475	26999.5007	26224.45401	43698.64361	36400.72767
261.1881914_208.85	727528.2155	856193.6076	1029435.941	436030.6868	620863.4694	2234954.098	292936.302	114372.0174	83082.39701	109589.7675
261.9702761_173.516	4790460.759	1457613.834	3105778.429	2955078.749	3213148.834	16577653.89	1315680.063	1072432.248	2742646.028	2057392.329
261.9935625_172.5675	21354485.06	12796120.74	2312519.931	30464974.23	17562455.82	13820646.98	17247946.81	17203187.03	26495911.6	21168931.5
262.1641654_243.007	1281265.787	2625907.623	4664884.81	3354107.993	2756603.79	2070352.835	950428.6778	801960.9005	1011716.076	1183932.605
262.1641642_48.88635	1225461.862	874240.3756	1397706.622	2780424.113	3634052.435	1312138.987	1112527.49	3640100.266	4437228.471	3509589.259
262.1642396_119.776	1388953.941	1748745.807	1540007.302	1780734.004	635719.1799	1328037.147	821457.7268	1511022.626	1114214.915	883841.1327
262.9060954_162.181	8434.179692	698328.3556	5137664.113	545385.3378	3480742.851	14181922.74	0	2539233.797	4632693.005	26045.29764
263.1246022_175.076	3148915.686	4546526.759	51619.43571	10017948.67	6965323.994	1139053.467	6311368.775	9379976.465	8953988.815	10860167.06
263.1246159_148.17	884199.9048	936072.2855	2273209.46	4018192.327	8096727.869	1005326.036	747941.3507	17940838.94	17522133.01	1697893.998
263.1246135_47.6566	440221.3834	828255.7868	692226.4731	2495209.35	3052907.056	620083.1724	665136.0125	2117886.11	4056093.358	2722840.247
263.1416952_120.412	1555988.386	4137426.181	4425503.062	3826801.733	1844222.235	3904299.562	3016165.192	5522026.846	6516661.698	1870155.234
263.1609372_181.437	2195597.544	2246912.042	240384.395	4595286.448	2651256.637	391535.2788	3651623.354	2212903.552	3872145.367	3580885.813
263.1609629_155.21	856306.3592	1324548.436	771622.3556	1542470.077	4406062.695	1018767.179	1105738.072	9083877.132	5600277.682	1660640.196
263.1997983_34.72995	415457.7627	699698.5066	853469.3181	1196232.603	1907934.73	815912.412	279773.2868	1541099.316	4655007.55	2693323.911
263.2361789_37.0045	848169.7518	1984714.795	1119715.565	3603460.056	3005265.035	1505918.949	918399.2482	2315326.008	3445220.753	3127332.367
263.5234126_320.035	17403.86469	239149.6721	1669341.145	372534.4886	366810.0792	1182191.875	16862.21868	601129.594	1430140.672	146796.9641
263.9938548_172.7	1141663.011	1735950.214	201696.4333	2107930.608	1625278.251	714785.8236	859421.283	857544.5851	1768529.199	1905252.013
264.0252972_111.883	11911295.04	9390822.577	9244537.725	9915906.274	12841270.6	12947422.61	6102690.695	13084624.76	20095706.88	10626205.59
265.0147892_307.47	19313.57208	713582.4812	2394998.709	265805.1474	282001.5953	6819066.192	37159.46754	418874.4054	995556.5444	88158.26989
265.0829133_202.3215	3092104.756	2905858.087	3209780.086	6315268.872	4250421.262	6130570.078	3452136.124	3793482.442	8805217.373	3417593.983
265.0828932_241.11	4759701.456	3232958.423	5905916.474	6783620.382	5029972.14	5087386.11	7967401.272	5975415.111	7817936.104	9676508.496
265.1038351_173.817	2088723.569	2851469.139	1316363.72	5846471.181	4309092.495	1800023.98	3913846.732	4312852.121	7312342.095	4798902.929
265.1109909_324.198	249561.4733	512266.8318	1093613.32	1325932.918	807817.8767	617132.3989	352756.1154	921758.5677	1026916.928	1400171.874
265.103907_46.1058	610178.1265	541262.2742	955782.2018	1527156.479	2702918.673	956189.7304	667113.1571	2102944.262	2118672.918	1264090.321
265.1401572_163.9755	786511.5087	8929149.529	1914604.833	8368390.028	9634030.2	2204454.187	3052232.133	10635451.24	8286907.342	5002682.161
265.1401445_46.6579	674574.2325	799740.6057	738684.3004	1935500.808	2911848.394	845954.3599	741629.5455	2457138.462	2877752.129	2436380.158
265.1402128_137.2925	780656.2488	872774.6666	3866830.693	1375075.786	1936979.261	1476338.826	1043900.041	8782371.139	10777397.22	1578270.81
265.1538876_121.123	1011372.085	4228428.648	5412476.769	5034045.614	4803603.03	3721672.128	3680428.559	8260033.776	4493995.895	7615577.612
265.1790692_35.21785	728841.5424	757790.4038	778288.2541	1697962.992	1996082.945	467766.4023	680698.9353	1486778.736	1737647.443	2017346.398
265.2518191_36.9046	516273.0925	1081873.421	881586.6111	2157102.824	1352272.958	1020724.397	583104.8148	1708615.224	2099671.809	2204651.138
265.9222152_239.271	9722.319765	121589.2259	609149.7265	271742.196	249560.8984	713234.1996	48419.92087	573876.4284	874246.2699	591241.8122
266.1226653_275.401	335309.8989	1051290.836	4015466.004	1563899.301	895301.2793	3795389.62	349266.4287	1194139.444	2115037.862	681518.976
266.1379038_126.345	1330797.052	3292090.891	4114176.126	4159610.418	4857180.989	3918217.991	2787799.798	4976868.016	6012974.985	4298421.231
266.6089043_196.575	490716.7937	587607.9261	111258.484	863048.6606	1115661.458	52368.84915	306755.6687	660408.7544	329950.8564	975028.3383
267.0621354_241.585	1625741.736	1641777.274	1360779.784	2953762.337	2810703.175	1945214.074	2494567.167	2898292.333	2522597.35	2133282.759
267.0621649_201.611	2240627.906	1103686.424	1324779.618	1780716.575	1899897.206	2060404.11	2162562.595	1161445.357	1227207.729	2658168.917
267.0985123_241.555	2464159.965	3735613.426	1966977.298	1523618.741	1514737.579	2078866.636	3628392.912	2999369.811	4873559.308	3900619.422
267.0985563_201.6385	2479849.684	1803255.536	7597667.786	2316274.058	3364886.26	3163905.936	2537665.275	1770974.852	2886642.372	2187521.828
267.1247358_192.965	530256.5595	578505.4449	1166173.42	1674732.457	680474.8838	1495197.705	1272752.313	587303.8858	560051.7612	4163343.616
267.1194158_164.228	511987.6543	7147229.533	1927002.951	5542821.332	6807759.684	2450861.621	3003482.68	7377725.415	6480933.282	3822914.42
267.1194727_45.4615	376627.2431	441079.6946	1131602.989	1800474.39	890179.8427	646533.9109	271228.7062	2111465.135	3157103.745	1385754.196
267.1193953_115.692	2122410.677	2739366.883	4702626.497	5573295.587	4475883.069	2121488.339	2338433.218	5095253.718	5732325.285	4117795.311
267.1583035_114.313	2042267.33	1825100.54	2663656.782	3054049.011	3011704.703	2014289.451	2076157.417	1891721.462	3491470.075	3416617.55
267.1583311_134.7615	3107994.84	2573618.024	2377894.595	3554338.948	3941417.008	2061201.84	3410345.095	2088668.188	2267344.779	4513180.734
267.1583351_42.9127	995833.8233	971463.4846	1523472.172	3278320.576	3331574.258	2161344.138	839335.8349	1478709.48	3814387.89	1535568.434
267.1946734_114.972	2071701.68	1717662.012	1819391.487	2764192.416	3131680.132	1476192.83	1494350.322	2173959.728	3041439.482	3288142.205
267.1946859_135.53	3277871.498	2342319.586	2681268.338	3546660.026	2262929.566	474764.8842	3009163.542	1924254.304	2264522.118	4437543.666
267.1946707_46.1565	1050162.086	983898.2432	1270977.824	2862787.506	2980140.893	1444686.784	872134.5419	1999930.728	3352505.07	3762498.555
267.2099449_35.475	922767.9711	348331.6522	718251.6234	2845992.581	1341231.698	851472.3787	585411.1033	909638.4907	2575842.672	1496014.412
267.6167029_196.073	625033.4482	647174.8324	174099.5867	1661000.407	1104175.761	400947.0891	887655.0424	896188.8187	424509.2387	1588845.111
267.6462212_270.551	515459.1908	586017.518	553631.9327	696125.6223	925824.2542	408712.2807	1065042.638	772438.7115	280537.5455	1203963.611
267.9659727_291.858	1920599.045	4613824.565	5886213.019	7782154.586	6473313.777	2508116.344	1241268.506	2953453.966	2415295.538	2879791.743
267.9674537_126.844	6062001.934	5194327.577	1585370.975	8371986.16	8565676.11	3074707.685	5908054.785	10291058.42	16134374.72	7685494.249
267.9772052_221.517	308297.2844	430350.0633	7619939.25	266711.0233	682340.7328	16935047.22	73787.41648	1388526.932	1177210.442	100061.6557
268.0508714_274.194	221651.9875	781977.641	2690711.651	1261900.462	1155186.373	486266.8754	164920.2798	530411.8988	948994.1689	824464.3062
268.0848067_352.138	282431.4173	541193.8146	249638.7187	909889.3174	1097247.289	141574.0361	55376.61011	350720.3875	496527.5876	87424.2493
268.1032093_159.667	74976235.36	56825641.19	29555345.09	157759637.5	36510403.61	54263178.06	69198562.31	53115493.69	26669127.9	98163952.42
268.101994_276.767	305306.6449	807403.7654	4750060.432	1469052.684	1191110.067	2086906.874	315454.8121	891104.2995	1145242.45	643258.1507
268.217779_33.4499	240062.4108	155072.8381	142465.1442	2521070.872	771105.8956	292960.6004	211777.5177	618977.1172	415085.0537	1378619.78
268.8539402_235.839	3403852.732	3856900.135	4920335.788	3773218.423	4136899.333	2627280.243	1383127.682	2448501.81	2875465.103	4256585.881
269.0777749_240.722	1304753.836	2827060.315	2277965.877	3388153.601	3553955.75	2922901.655	2264639.263	2284877.795	2456443.372	1369564.647
269.0777664_201.344	1042794.012	1252595.419	473906.0196	2075414.008	1499981.644	2035523.801	997518.2895	1685817.944	2667073.021	1208270.554
269.0871883_123.066	215182284.6	518317289.9	347001438.1	505922607.9	351420577.2	702574637.4	350133914.6	710759920.8	799296531.5	607970623.3
269.087291_157.014	4725270.762	7089392.641	5855153.109	9398011.018	11863510.86	3319691.622	6778885.72	8537248.511	4670838.088	11910382.64
269.1002992_158.863	3483505.348	1173027.133	817938.3572	2592182.049	3050965.829	1043618.556	938514.3275	3085517.503	1767699.867	1301717.495
269.0979912_118.803	2370085.011	681833.3438	39479974.92	2417283.674	3188388.629	6508592.227	3864740.564	8007381.743	2846585.57	1794302.656
269.1065467_159.899	7758216.031	4826999.516	2945210.102	11206035.79	3928875.281	2974148.807	7196124.64	5664118.703	1897028.26	10234412.3
269.127679_38.9879	876952.3435	263477.4364	602954.8187	802111.7995	449684.3278	514412.8118	169201.8065	1379049.303	3308883.013	635612.9758
269.1376219_113.878	57631351.73	68033854.29	1423670.71	46946422.9	43901416.44	169651092.3	54140455.85	1094175.198	1905155.531	2707485.568
269.1376081_135.3705	14558657.68	2392967.644	41948133.85	3112526.443	2339216.302	2282962.538	2866970.715	71118200.89	28218437.82	4014715.333
269.1600064_301.8965	2697582.234	3159767.156	4193030.23	2643490.288	2099014.385	5638480.888	357702.5302	1879898.861	1427530.276	1218828.17
269.173928_114.8975	3130392.304	2721363.159	4159550.025	4706445.797	5053373.656	2607463.319	3082396.032	3025071.485	4299925.453	5279463.479
269.1739464_134.5755	3225427.635	3893558.123	1254802.316	6761046.625	3883202.891	916155.9859	4440288.992	2931196.483	2369365.321	7924895.549
269.1739239_48.3858	16983085.19	4084356.645	2679876.312	169839084.7	22060478.86	1854168.081	10400988.32	6761631.04	5006588.057	3579665.772
269.2103316_115.498	3358050.855	2507680.162	3114631.637	3002132.566	4434368.042	3898590.311	1998812.401	1174838.294	2124766.455	3282859.357
269.2103357_135.122	3549863.759	3288869.864	1466732.402	4445681.251	2189890.906	1704506.41	4112508.195	2502662.429	2320507.146	4923553.995
269.2103493_44.2889	26652485.32	7026579.58	21500626.79	2203224.453	4049986.648	49624450.41	2153271.272	23793358.24	3828842.05	2708413.342
269.2255436_35.8251	47087813.76	41327324.57	60658963.02	474007918.2	115958076.7	104860875.5	62298067.88	102412865.3	40762712.12	218976193.1
269.2467434_136.157	3278663.098	1409215.775	3416314.698	1747936.892	1267688.406	3930104.258	1432608.36	759462.0435	1576029.003	2526783.351
269.9645268_127.41	1018789.631	2772815.927	293552.5822	1609828.024	1886638.604	382602.4729	1452931.08	2834980.281	6292769.416	1907263.306
270.0845541_123.3185	1717029.407	6628678.327	5613556.81	6442408.977	3274882	14647276.52	4398826.591	7317988.589	10647085.48	7623494.644
270.0905384_123.059	23224082.98	56349907.44	57507006.37	54803535.24	38889140.3	77365507.41	37733240.98	77523441.04	68486727.91	65294213.46
270.1094375_217.123	23090.88801	565447.094	123658.0461	622914.4507	1107692.371	9189.240137	66891.46474	155454.8625	623183.0407	341111.6158
270.2055257_119.564	1195120.405	1122224.892	1116828.685	1381971.755	1496247.273	1170948.245	1184672.631	1281014.051	1631037.433	1175813.105
270.2055681_41.3959	467891.3931	509538.157	335821.0192	764119.6056	793236.2525	808205.4117	610086.2648	839879.7969	919611.1899	1559448.744
270.228865_35.8098	10002693.32	6204832.202	6719868.368	84353854.26	15386208.65	22346198.05	6824411.822	31778096.98	8784738.521	43832741.32
271.0911495_123.704	1669269.987	4468859.697	4611783.756	4133313.718	2082926.791	9346520.965	3110749.089	6395250.617	6772125.673	4567478.65
271.1531877_114.917	2345028.099	1265926.007	889228.2438	3277926.23	3611117.816	1818160.821	1508094.703	2263676.652	3884925.814	2924739.64
271.1531946_135.5645	2146278.157	2488593.086	1962030.533	2860363.75	2734160.956	1454095.189	3217377.793	3109465.315	3057380.951	4181586.015
271.1532186_45.3783	1535169.472	898033.6801	2051165.58	6451557.999	4005967.202	1680685.418	1340333.508	2761684.735	4453215.467	2789647.169
271.1895465_115.238	1234684.694	2497208.604	2518984.268	3800899.751	3754103.271	1888079.144	2498017.689	1748013.488	3399644.964	3907955.161
271.1895615_46.6178	1552869.33	1302874.838	2205193.238	6141029.965	4476424.82	2581162.676	1372062.866	2716503.131	2654218.241	2901752.432
271.1895918_135.7625	3604105.567	2993808.275	2655156.107	4201601.554	5136672.41	2567548.684	3829416.706	1510345.094	3163524.446	4801149.623
