mz_time	JDC_20160102_LU.CT22_001	JDC_20160102_LU.CT23_001	JDC_20160102_LU.CT24_001	JDC_20160102_LU.CT48_001	JDC_20160102_LU.CT50_001	JDC_20160102_LU.CTH26_001	JDC_20160102_LU.CTH28_001	JDC_20160102_LU.CTH46_001	JDC_20160102_LU.CTH47_001	JDC_20160102_LU.CTH49_001
747.5146853_128.872	14911236.11	14591103.83	4159580.805	31075796.77	10410190.44	7047113.56	9949947.793	20126385.06	2290981.686	27368458.74
747.5118377_163.625	900614.5323	2128422.599	791197.4837	4941492.087	2768035.083	1254288.181	1954438.771	4463541.938	2065343.845	3716686.033
747.5707414_224.461	5748445.001	6486713.033	4787724.59	8882140.908	5609189.485	12610752.06	10052410.21	11978340.05	2299799.985	16889147.72
747.6066892_225.282	2929966.998	3557235.228	1648373.421	3586518.524	1914196.49	2547106.766	7582150.434	6901013.142	4430687.999	14479674.31
748.5251453_163.38	97364956.58	61853181.91	118557204.7	220223326.6	67999642.47	93189655.13	165926898.2	157492156.6	56109089.05	190457938
748.5180621_129.286	7990698.749	8519913.355	1552444.699	11036956.89	9836489.788	3098544.718	5484480.89	7367602.746	906851.1057	9822193.706
748.5822705_225.407	2327874.976	1423916.739	664532.9693	1444219.389	996833.4951	1648203.518	2221830.432	1403001.402	835061.1147	2730281.035
749.5285349_163.3835	46177798.75	39944765.54	56642377.3	82930266.69	41637843.59	43943422.06	78704536.54	75519134.98	26597128.75	91156231.5
749.5310906_129.286	12877793.3	13677944.75	2070926.038	12320600.76	11432663.42	4202822.694	10877719.43	14291230.03	2747302.184	12580876.11
750.5339821_129.4335	5409023.423	6114014.255	913207.7155	6717171.81	6485184.236	1840677.752	4950840.743	6144167.337	1186763.584	6798289.895
750.541653_163.945	45673793.95	48793695.4	63115583.93	110482154.2	42173053.96	40389931.89	66477445.54	68880382.3	22811064.57	115972702.7
751.092703_170.952	7802403.934	11597584.81	17997208.47	13549700.54	11047185.34	24779999.18	2919427.228	2796141.562	11394708.26	6274864.943
751.5366012_129.038	1052546.462	1179656.206	0	1358357.965	1096909.808	353643.8833	842352.6404	1282500.84	165301.8648	1322691.748
751.5446706_163.784	22595084.48	19592766.22	30965426.81	53783164.93	13115103.73	19788818.66	32172952.96	33647137.64	11093575.34	46528839.17
752.0946548_170.9775	2555351.004	2068403.176	3485153.537	2263446.312	2457199.522	4849430.066	668557.642	454859.5272	2017979.598	1379598.453
752.5177417_224.6025	4928634.853	6467359.082	12741504.37	12111637.67	6699559.996	21088857.13	9104957.748	10089630.32	3758335.694	18272651.44
752.5576787_163.929	24853080.82	14740632.9	28744609.31	34258865.29	14413325.46	16237828.3	34205460.26	30368227.93	15151981.92	31731852.65
753.0879011_170.783	3005565.805	2894945.64	4435587.512	3367967.552	3339894.66	5987945.543	906631.3919	650962.2349	2744278.678	1463626.826
753.5214307_224.655	2267244.337	2891084.041	6133695.638	5787763.776	3085141.483	12600761	4233573.591	5794156.393	1772342.903	8875672.915
753.560422_163.776	11993723.69	9312865.61	13923406.6	17493112.14	6903503.306	8122770.975	14131057.37	15045828.77	7374164.546	20289720.1
754.5333958_224.853	54115153.55	93920905.35	183723094.2	144765369.8	106813395.9	309229211.8	83679613.46	177565241.4	49141772.88	190009356.9
754.5631088_164.279	2033441.891	1391157.349	2240028.83	3023014.376	990948.3707	1353893.229	2869902.85	2317427.456	1103947.615	2958392.505
755.0348398_225.033	1822927.891	2437336.133	4693411.884	4707392.14	2650131.237	10908247.84	2018070.487	5097360.248	587264.893	5156036.839
755.5367729_224.853	24542014.07	42065075.64	83103447.68	78283618.04	47970196.31	140976486.1	30429429.94	79253256.09	18281997.38	84496833.74
755.5761655_165.851	1169920.238	775297.8547	929550.6958	1435195.526	591465.7889	328731.6951	1031313.398	1106387.627	509033.9177	1481555.982
756.042127_225.4535	1688749.402	1644794.792	3585997.926	1847106.766	1402990.71	7877192.317	1256356.606	2735348.349	750240.9208	2069815.339
756.492278_227.56	14667277.36	7512423.545	6062248.703	1654490.882	737043.0345	15046843.83	758608.1878	877214.7719	15760894.97	2737477.921
756.5516267_223.996	54573509.52	59888999.54	61020415.22	76772664.9	50946708.07	108777823.2	67187706.33	78915329.46	37379398.8	95547059.7
757.0519723_224.547	2579647.434	3162650.465	3846119.286	3405637.099	3032218.33	7404493.788	2841682.049	3781031.435	1262968.286	3941206.727
757.5547709_223.97	26165401.65	28857375.44	30756170.11	37920942.51	24927664.96	54457197.34	32004540.83	39741978.18	17511169.53	47521365.27
757.6191822_244.9875	1438021.39	1170112.476	830620.1484	1110146.742	669789.6095	1035521.406	920162.7506	1116750.935	454983.8705	1204548.449
758.0594915_224.734	2085799.402	2395307.662	2955296.321	2599631.541	2105139.644	5744388.138	2360297.098	3594178.674	1063643.874	3269361.193
758.5079446_228.865	1152934.63	1084691.983	1365966.311	1366553.734	1052055.182	1458308.458	954205.8918	1113765.56	1106082.626	1914478.773
758.5669685_223.622	333306371.2	488417860.9	290417750.2	681859639.1	405457957.4	536029025.3	591079854.1	555828527.5	188810255.3	813551844.6
758.6222559_244.839	574709.5589	460625.4527	301447.1055	363260.5476	2069829.525	378381.8501	1896186.603	426218.0594	1257124.249	431970.1628
759.5106906_228.167	932700.0877	872899.3801	602261.0724	1401979.024	1067452.067	489276.6142	801454.8387	1076831.266	505677.6205	1812297.838
759.5703839_223.5305	129666566.1	228051235.5	89438711.09	316672169.4	189027874.8	211591558.4	276415874.3	259354217.6	88098984.74	380113578.8
760.4863417_165.8675	106428.811	441612.9138	259232.4697	1154747.007	833241.8706	450699.7563	592132.1755	635411.6821	279207.4242	619792.0956
760.5098622_155.983	847229.2797	697711.134	686979.9393	1513027.717	856311.6948	885308.5162	1180064.894	1077697.619	534351.0892	2442249.796
760.525218_162.4325	355278.6348	657062.3897	689921.2682	1151381.183	583776.2746	387416.2171	893948.1825	747577.5512	389961.4444	1168990.972
760.5829873_223.5135	232449315.5	297665781.5	123973321.4	395470721.9	223629178.7	382575125.2	408210848.3	444132957.9	117630015	535548700.1
761.5135051_155.438	301160.7384	364987.8075	16406.15305	498561.1431	284693.5183	367806.6577	457364.8165	464180.9011	214601.9481	1111789.092
761.5863259_223.504	90929431.1	140215996.1	43833222	154184393.1	105997043.4	151439659.1	192323045.3	208329760.2	55917437.59	252040727.6
762.0836146_170.7695	82075.09463	1431599.091	0	1781333.708	1853767.474	909986.2877	254715.1598	178568.7971	1472376.492	787433.4513
762.5037123_165.339	2235817.462	3887066.779	2812901.898	8289979.424	5040217.113	3365441.788	4587402.969	7740287.393	3375728.489	7545738.863
762.519929_225.765	908464.453	1580428.477	2424402.063	5092615.99	2312557.565	1874965.331	1008102.842	3027212.432	402589.6896	5931417.21
762.5256138_157.003	1814105.268	1206992.872	1580949.558	1314871.237	1049485.884	1652508.074	1297590.098	781457.2213	646036.1557	1847455.459
762.5407171_162.733	2826472.328	2561664.52	3095594.503	6218404.152	1941164.179	2574564.586	4892008.081	4044870.697	1405785.998	7912744.754
762.5558313_33.6459	481725.8411	333877.3223	390558.097	2780736.819	2103080.979	414554.0563	503484.8228	2235649.871	2556254.715	1626260.419
762.5889837_223.6295	26208306.41	34777500.8	18666584.31	47178025.04	26258643.77	45301717.86	48957109.75	52988577.75	13642126.28	63668700.68
763.0221436_225.786	647364.0709	1378934.511	2183746.374	4358511.847	2077648.724	1715386.095	926199.6644	2500726.347	434325.0862	4846006.555
763.5072423_165.32	929021.5535	1753895.128	1139196.352	3761197.346	2267492.102	1438128.018	1945113.924	3488598.628	1416803.516	3287079.266
763.5252901_226.164	1094190.586	1436678.852	1813486.005	3323040.18	1962102.4	1517866.976	918741.3874	2202630.852	541915.1215	3685672.962
763.5288396_156.964	431014.8522	554578.962	436058.0006	764457.5468	454944.4063	476413.3534	470874.92	465251.2421	244315.0051	850614.6381
763.5441918_162.708	1269874.063	1237151.898	1426569.57	2829974.819	821820.5238	1131443.414	2337995.982	2018138.915	562327.5146	3642137.331
763.559325_32.8953	204135.4166	113460.1685	162013.1294	1478373.642	939135.8445	170693.7543	217973.5329	1048556.552	1247853.93	689080.65
763.5912671_223.569	4205573.22	5909331.121	3971403.762	8321181.535	4619989.558	8093228.85	8286748.562	9603361.68	2119262.75	11244684.97
764.0288714_226.731	633105.4516	779485.9099	1162888.155	1722005.046	894615.9808	773693.1102	478074.0158	1182160.418	482063.2513	1621155.708
764.5200112_165.2065	30985349.37	37261254.04	47045808.88	77639093.37	38384520.31	58945174.44	64023964.71	92119854.66	32088367.2	91891897
764.5410751_129.147	5631143.563	4748393.181	2493332.468	5918755.263	5003964.959	8959664.38	4314307.423	4506065.324	396916.966	4938280.622
764.5561209_216.979	2458599.327	3637621.202	3011089.752	6581981.662	2735391.977	2239659.46	3190664.961	1689197.979	645927.3452	3947858.467
765.5234186_165.128	14796467	12940691.78	22580754.59	34707031.23	13232443.34	28021337.62	39445442.06	44157938.51	15374349.27	43393959.13
765.5445386_128.7905	2289910.602	1993878.231	930727.0272	2345851.964	1795204.048	4011105.074	1729731.031	1799655.638	327235.9811	2280168.73
765.5596047_216.796	1092352.57	1500635.718	1290854.07	2790444.809	1097870.876	804611.8195	1152044.256	581118.2932	185703.6362	1299281.846
766.5334441_224.0945	714030.5027	900182.6067	1833524.899	1810544.052	772476.311	3929998.187	1342612.549	2268483.916	773675.599	2385490.125
766.5365007_164.803	21704691.81	25123584.79	25330610.5	48052655.35	19857977.72	21892031.41	41926512.04	37994835.47	20104350.23	58078476.45
766.5572036_129.333	4180307.654	2886244.132	1701852.592	2804279.43	3271801.467	5812937.356	3352740.486	3198849.313	585319.2005	3712512.259
766.5719773_216.161	31641685.12	36039576.46	22032851.02	55394333.06	20719732.1	26022171.99	35483338.32	26075014.69	12107784.29	22939225.42
767.53942_164.808	10441654.78	7686008.581	12351613.56	19474015.6	12236134.03	10765007.28	20340997.54	18800332.4	9556714.665	28496186.16
767.5404708_224.118	1892454.463	2891248.869	4947938.769	5512859.673	3283884.706	9770232.083	2784878.257	6229385.2	1736514.567	6437188.641
767.5601272_129.049	1685622.632	1097806.879	637069.2077	882322.1515	1111832.578	2612799.513	1334123.077	1438928.646	180819.0559	1373048.7
767.5753346_216.221	12702376.2	21157568.1	13339024.11	32688252.06	10309888.5	12478395.83	15996535.64	12608856.89	5785967.651	21878326.27
768.0424251_224.182	1506750.233	2434158.914	4312401.656	4272870.919	2569472.672	8572255.346	1973849.641	4969642.279	1242912.847	4920824.602
768.4917027_225.864	3579894.622	4688872.201	6580337.219	11685301.92	6389022.637	6117372.913	6530664.168	6326546.565	2727313.246	17171169.15
768.5517556_164.8825	23835314.54	30776201.9	31912650.52	40035481.5	18503549.01	28244043.04	61126701.55	59689949.17	32853201.76	72554721.57
768.549053_223.807	9925423.655	6552658.164	9964786.559	9996011.775	5010447.685	19953737.88	10041290.82	13756337.8	14777691.07	13255157.9
768.5777837_215.147	2346720.97	3255503.604	2304694.273	4665572.165	2193225.551	1949450.728	2664083.4	1565402.512	696681.2411	2726971.097
768.5878502_219.806	16233644.9	24059259.39	18684386.7	37359095.12	17900085.81	16637905.23	74532524.88	29525878.9	18493343.9	70664083.48
769.0500078_224.307	1637046.585	2155454.706	4112288.7	3399421.566	2086151.29	8369230.009	2162729.454	5222413.676	1489148.831	4006278.645
769.4947272_225.706	1442466.768	1942486.424	2844442.994	5173037.084	2645438.66	2463538.917	2753550.016	3442107.76	1081778.023	7360975.023
769.4967073_130.114	10329313.5	12850226.38	12737671.06	18126402.33	16117577.63	16030602.73	9033303.946	13542077.75	2535573.46	13057664
769.5548676_164.7915	14260880.95	14927596.57	15551815.26	24420239.26	10899764.85	13817839.25	29478020.58	28714911.92	15890948.59	34798660.65
769.5550327_223.463	9588485.561	3384073.627	5303689.562	4833937.988	3100364.533	9782051.913	27684400.63	7002581.486	9624283.811	6724629.012
769.5911703_219.836	7971405.473	11953927.12	9286349.725	18406884.07	8756665.237	8010151.262	36460515.25	14132466.51	8739866.596	34672912.09
770.0587264_223.534	1280728.312	1700412.195	2058273.096	1705977.43	1354028.378	3689396.342	1812368.711	2355776.811	1223181.661	2053325.605
770.5000091_129.714	4558406.699	5682477.415	5755728.613	7801853.183	7033895.628	7136930.833	4044536.425	5877421.495	949035.4835	5531757.896
770.5071907_226.177	40943715.01	73212275.43	97245951.46	180535027.3	105176770.5	59990448.18	46215720.24	99668739.91	22123984.82	190113934.4
770.5574445_164.4765	2978719.885	2839966.087	2662813.067	4331882.321	2084382.297	2760173.835	5924114.844	5831162.924	3341261.803	7066461.302
770.5661554_222.65	2883154.052	3392013.323	2231472.475	2864190.89	2533163.207	5337901.041	5603956.609	3460879.346	2193614.979	4463830.572
770.6033418_221.797	1816321.324	4033478.005	1127020.218	3167278.03	1185727.347	2777813.682	26373936.99	10939123.99	5121493.645	34874275.37
770.9629345_269.915	1223062.623	1384526.907	865226.3973	5227978.042	3485363.964	928414.7668	3637969.919	2312612.849	726131.525	4311338.086
771.0667883_223.336	1467838.448	1997280.332	1921539.671	1649744.847	1439027.754	3624954.537	2009076.705	2368120.044	1160811.074	1911416.407
771.4647749_269.9905	1109030.797	1153077.899	645670.3076	4127323.961	2824807.56	803526.2116	2993861.998	1762475.869	506234.5041	3266733.144
771.5105818_226.139	14698714.52	32176722.46	34988516.95	79613632.02	46572136.74	28178546.64	17190202.32	36231332.05	12847318.54	84481350.71
771.5135575_128.151	13148977.47	14035587.73	10930291.84	17959634.42	16546486.52	13087930.77	16107562.99	21200155.73	4678017.4	19639511.79
771.5707175_222.924	1762257.75	2103582.551	1920806.904	2226406.464	1403369.221	3683124.647	3285839.716	2779787.112	1226983.119	2758488.859
771.6068006_222.47	927292.043	2264930.478	761968.667	1853469.614	728690.7185	1313750.071	13782605.46	5456335.813	2523843.41	17402146.29
771.9659645_270.167	474939.2757	482893.6208	213261.4314	2019627.928	1340866.442	266847.0273	1520123.756	797342.528	188210.7451	1526344.778
772.5247919_162.3805	4931029.061	6499003.157	5441467.633	17719884.44	7172275.647	5670378.626	13905134.23	15157442.4	6379116.929	19456441.37
772.5166916_128.151	5771222.008	6381477.975	5097605.26	7896014.919	7725052.525	6308971.273	7573787.173	9510983.137	1974768.968	9279715.192
772.523724_227.688	26156094.69	23618488.39	26604113.76	31365215.55	28464883.75	18831608.57	17146176.56	20220935.26	22059531.01	32026302.1
772.5829451_222.378	4450706.213	5713981.377	3624422.325	6829038.936	3913833.363	6511462.506	11751615.05	8610942.741	3417538.542	12258960.05
772.6193686_222.6535	1176910.953	2154302.093	775527.6913	3763564.844	542997.4918	1436334.761	9329515.219	5398172.137	2313433.568	13199970.57
773.0746379_171.001	2036700.959	31073150.98	5696137.265	41032757.8	42938302.98	17260943.11	11017458.07	20222055.73	58004689.17	21825113.51
773.491051_35.6013	786489.2115	551957.125	1929274.539	2007428.66	1890973.915	2122047.21	110514.5157	1106899.073	929032.184	7711377.019
773.5089001_225.6145	12661542.87	4363653.478	5489705.668	3658736.21	1506843.171	6294861.71	8924918.606	6919799.625	12509205.7	3788448.95
773.5269658_227.583	12295807.24	11097810.02	12721270.66	15372307.48	13487560.28	8925833.548	8458271.042	10063625.11	10711941.25	15960228.65
773.5279522_162.365	2117013.407	3115666.859	2270505.839	8432663.535	3519466.397	3077063.447	5918863.89	7668308.705	3655962.802	9462923.145
773.5861904_222.403	2041824.006	2571526.736	1549359.168	3124050.935	1653620.884	3122907.208	5455412.317	4071105.589	1470048.356	5703679.247
773.6224468_222.506	1672029.871	1024216.408	1486062.472	2573609.256	1896300.747	553356.2526	4629940.332	2543205.934	1039453.965	6619228.955
774.0770245_171.001	233916.9411	5505873.804	785687.9507	9192185.862	9467881.487	3026079.968	1867206.049	3575416.753	10438730.97	4967954.533
774.5288631_227.926	2726812.744	2394971.979	2324621.882	3228813.072	2839167.465	1645301.12	1776845.724	2195136.009	2414161.725	3218277.223
774.5407396_162.186	29993885.23	35703552.49	42988636.18	72777280.93	19493843.57	38471019.47	72856451.33	79081932.98	24682486.05	131921151.7
774.598442_222.6855	2260355.709	2629083.209	1564725.882	2885538.609	1415991.622	3252337.417	5412146.167	4395041.715	1104383.733	5177985.726
775.0697798_171.002	352182.8035	9680739.661	1364216.485	13055154.52	13400891.96	4354506.252	2726713.569	4275935.265	14977419.14	6837575.103
775.5279321_225.2655	1245628.822	1861966.782	1788753.327	4524666.165	2522978.914	1113420.35	1626794.645	2920681.327	1465162.92	5200510.006
775.544101_162.078	14972182.75	17766091.72	21255186.36	38153214.2	15993686.91	19232977.2	46485834.53	39568133.88	12497058.08	52779164.79
775.6015519_222.509	976096.0583	1066985.096	579702.1545	1290718.645	437321.8268	1437103.052	2479024.825	1950509.21	384179.4517	2193884.736
776.029759_224.76	487053.5132	1044720.521	1429106.945	2956270.346	1463251.94	755596.7383	700705.3053	1869808.552	515749.5671	3846437.097
776.0725668_170.813	19024.85459	1541681.458	0	2136943.391	2318958.234	612550.0705	386775.204	832244.1468	2459000.654	1156303.832
776.5174152_221.3155	364972.0075	308591.7084	579551.6723	1185617.616	435071.7483	897756.1079	634239.5903	746105.7336	454038.7593	769475.5862
776.5340376_225.22	887908.6582	1415102.789	1908940.327	3560441.945	1770790.296	1056381.841	1194728.923	2772495.026	967981.2605	3911583.49
776.5569595_162.594	35797709.23	32548884.4	36588638.51	58917611.14	23869697.68	26547371.73	57197044.4	46247863.12	17384668.49	86076287.04
777.036958_225.2645	592590.4768	942415.931	1260178.623	2486448.897	990689.4779	648500.7933	812732.819	1969606.588	659449.1603	3040591.909
777.0660709_170.769	17674.01066	967837.8675	18020.36451	1199389.141	1318154.987	177195.5754	189879.6255	447528.3619	1609555.873	569915.5612
777.5037069_116.992	402692.5131	603421.1208	995714.8217	2611261.806	1174345.009	2891252.476	937259.5883	1662168.606	69973.44299	3240061.032
777.5600312_162.682	18387489.23	10453954.78	18644531.56	36691175.38	12066233.06	13536244.23	29286874.08	23517036.8	7278694.465	43632223.61
778.0519697_170.677	1360432.452	713404.5017	0	823487.0548	900298.2978	782602.145	387700.5535	114364.5555	820157.497	563457.7226
