p.value	m.z	t.score
0.23725	476.3925823	2.7048
0.23725	572.3327236	2.7045
0.23759	562.3810301	2.7013
0.23759	362.1733228	2.6983
0.23759	133.0342488	2.6983
0.23759	223.153251	2.6981
0.23759	98.01314695	2.6961
0.23759	445.3216224	2.696
0.23769	367.2084617	2.694
0.23769	189.0658738	2.6925
0.23769	319.2632581	2.6918
0.23769	147.5540144	2.6909
0.23811	264.1495158	2.688
0.23816	371.2636963	2.6866
0.23834	224.0512587	2.684
0.23834	253.1635178	2.6835
0.23839	292.1485169	2.6804
0.23839	112.0058543	2.6801
0.23839	236.5708219	2.6798
0.23886	88.11178715	2.6767
0.23912	325.1039216	2.6744
0.23925	323.88902	2.6727
0.23991	487.1905486	2.6678
0.23991	459.3285946	2.6675
0.2407	486.865654	2.6631
0.24085	462.860218	2.6613
0.24179	328.3843288	2.6561
0.24193	266.8489954	2.6544
0.24252	492.7308253	2.6505
0.24252	245.6118816	2.6496
0.24317	360.7429503	2.6457
0.24367	331.9637277	2.6425
0.24437	146.1649519	2.6383
0.24437	161.0055467	2.6362
0.24437	153.1130343	2.6361
0.24443	287.8991855	2.6347
0.24461	121.0839303	2.6329
0.24479	89.07054091	2.631
0.24522	117.0737804	2.6252
0.24522	591.4278277	2.6236
0.24522	538.1623967	2.6233
0.24522	227.0824799	2.6225
0.24522	130.0317415	2.6211
0.24522	406.0415009	2.6187
0.24522	189.0733938	2.6182
0.24522	436.6685523	2.6171
0.24522	338.8486605	2.6171
0.24522	207.0758762	2.6162
0.24522	359.8460557	2.6154
0.24522	355.9423565	2.6151
0.24522	269.0856539	2.6147
0.2455	104.1066958	2.6124
0.24628	582.8645067	2.6066
0.24628	366.8727692	2.6066
0.24628	97.10074602	2.6058
0.24637	211.0028514	2.6043
0.24719	523.8632606	2.5998
0.24798	281.9928294	2.5954
0.24815	125.0592112	2.5936
0.24835	446.7988902	2.5917
0.24858	346.2402329	2.5891
0.24858	279.1005307	2.5886
0.24869	489.7768795	2.587
0.24874	173.077957	2.5851
0.24874	412.7369607	2.5839
0.24874	191.1790323	2.5827
0.24874	298.7976437	2.5822
0.24874	284.2935139	2.5813
0.24958	258.2059223	2.5768
0.25202	302.2958848	2.5657
0.2521	174.0892669	2.564
0.2521	551.0700886	2.5623
0.2521	281.1354725	2.5621
0.25216	526.592191	2.5608
0.25289	368.2787883	2.5567
0.25392	92.50305705	2.5493
0.25392	378.7437234	2.5488
0.25392	450.2011678	2.5476
0.25392	428.2803683	2.5473
0.25392	103.0860645	2.5472
0.25416	573.3740398	2.5444
0.25416	139.530776	2.544
0.2542	280.8262712	2.5428
0.25448	503.0014185	2.5401
0.25448	153.9585851	2.5396
0.25541	393.2093826	2.5347
0.25672	191.6165228	2.5284
0.2572	389.2664923	2.5254
0.25779	540.5715505	2.5215
0.25779	326.9298937	2.5209
0.25825	217.9920103	2.5166
0.25825	158.9639272	2.5159
0.25825	494.8411353	2.5153
0.25825	329.2674136	2.5122
0.25825	135.0801194	2.5103
0.25825	100.956316	2.5099
0.25825	166.0256963	2.5082
0.25825	299.1096598	2.5068
0.25825	256.6471286	2.5068
0.25825	204.1228234	2.5068
0.25825	105.9625751	2.5063
0.25825	125.03754	2.5054
0.25825	265.270896	2.505
0.25825	153.0543038	2.5016
0.25825	283.2243468	2.5015
0.25825	232.806623	2.5014
0.25825	316.8584749	2.5012
0.25908	371.2069399	2.4969
0.25941	313.2181713	2.4945
0.25951	87.50921608	2.4924
0.25951	381.9862358	2.4914
0.25951	332.2427192	2.491
0.25968	484.0849261	2.4887
0.25968	457.2747991	2.4876
0.25968	249.0802258	2.4872
0.25987	107.0487597	2.485
0.25987	105.0694783	2.4844
0.26035	231.1583809	2.4815
0.26064	482.4030868	2.4793
0.26075	218.5985708	2.4778
0.26201	90.97619033	2.4714
0.26201	385.3086584	2.4693
0.26201	354.2457962	2.4687
0.26201	383.1657149	2.4679
0.26201	248.2368585	2.4678
0.26207	280.890297	2.4665
0.26217	185.0438961	2.4651
0.26348	327.2137444	2.4589
0.2638	168.064848	2.4566
0.26491	364.7868182	2.4513
0.26516	426.3148386	2.4493
0.26523	484.6327125	2.4472
0.26523	270.9320072	2.447
0.26535	493.9190612	2.4455
0.26559	312.9983862	2.4436
0.26561	284.1318589	2.4425
0.2663	310.1333377	2.4388
0.26631	223.1326559	2.4378
0.26776	308.2002627	2.4307
0.26776	502.2435318	2.4297
0.26776	151.9074716	2.4292
0.26791	168.9209254	2.4276
0.26886	404.6855586	2.4229
0.26891	123.0994394	2.4203
0.26891	247.5956044	2.42
0.26891	365.1926039	2.4197
0.26899	370.2790805	2.4168
0.26899	358.9041654	2.4154
0.26899	457.2267709	2.4149
0.26899	458.2814357	2.4141
0.26899	176.9360187	2.4139
0.26899	251.9803594	2.4134
0.26952	264.9494905	2.4087
0.26952	547.3593849	2.4078
0.26952	516.9597721	2.4075
0.26952	176.0106372	2.4069
0.26952	278.1109626	2.406
0.26952	134.059643	2.4047
0.26952	449.1958401	2.4045
0.26962	260.0308729	2.402
0.26962	284.1277392	2.4008
0.26962	115.0629028	2.4004
0.26962	104.0299623	2.4001
0.27078	300.8159921	2.3947
0.27089	572.3689407	2.3933
0.27152	364.7236249	2.39
0.27192	334.2351312	2.3875
0.27198	418.2720073	2.3863
0.27243	387.2531731	2.3836
0.27277	302.1433716	2.3813
0.27356	411.1226902	2.3771
0.27356	366.9737398	2.3749
0.27356	582.2959957	2.3748
0.27356	173.9564664	2.3743
0.27356	463.904201	2.3735
0.27394	429.2603027	2.3697
0.27394	131.0480326	2.3695
0.27394	420.8841984	2.3691
0.27402	256.0574298	2.3678
0.27408	402.6873821	2.3666
0.27431	446.8881169	2.3641
0.27431	390.7580778	2.363
0.27431	343.1874471	2.3629
0.2747	169.1330185	2.3605
0.27478	182.0944421	2.3592
0.27577	95.04350531	2.3545
0.27592	252.0816422	2.353
0.27593	464.2819725	2.352
0.27633	340.2683756	2.3489
0.27633	411.2778724	2.3486
0.27679	135.0912435	2.3452
0.27679	455.3044871	2.3449
0.27679	300.1350488	2.344
0.27704	395.2591927	2.3421
0.27732	212.8387618	2.3402
0.27736	528.0976157	2.3391
0.27819	224.0627833	2.335
0.27914	340.7811075	2.33
0.27914	492.7762884	2.329
0.27914	418.7479278	2.3273
0.27914	498.6100583	2.3269
0.27914	278.8927531	2.3268
0.27932	450.3491885	2.3239
0.27932	228.2678672	2.3235
0.27932	114.9644745	2.3221
0.27932	238.0252567	2.3221
0.27932	285.1667151	2.3199
0.27932	291.1191625	2.3195
0.27932	231.1197887	2.3193
0.27932	368.1880493	2.3172
0.27932	103.0314208	2.3165
0.27932	250.8677631	2.3165
0.27932	454.3735045	2.3157
0.27995	444.800106	2.3114
0.27995	435.3201227	2.3099
0.27995	254.7972436	2.3098
0.27995	237.1841331	2.3097
0.28013	134.8861057	2.308
0.28073	132.0804315	2.3049
0.28076	462.6458202	2.3036
0.28076	214.0062127	2.3019
0.28076	323.1834634	2.3017
0.28076	502.2903178	2.3009
0.28076	423.3287183	2.3001
0.28105	93.06941187	2.2982
0.28155	191.0076368	2.2946
0.28155	361.8327591	2.2945
0.28162	409.1830018	2.293
0.28162	143.9194352	2.2922
0.28162	114.0909612	2.2914
0.28165	372.6868475	2.2899
0.28165	311.2480662	2.2889
0.28165	221.1531878	2.2878
0.28165	192.9613536	2.2866
0.28165	310.7590758	2.2856
0.28165	283.1168461	2.2851
0.28165	418.2943834	2.2844
0.28165	469.7926803	2.2838
0.28165	421.9629297	2.2831
0.28191	565.2949238	2.2807
0.28191	117.0209314	2.2802
0.28234	287.1995726	2.2778
0.2824	102.0431332	2.2763
0.2824	271.1507798	2.2756
0.2824	108.067755	2.2748
0.28244	106.9516133	2.2738
0.28285	249.184258	2.2714
0.2831	473.3058107	2.2696
0.28385	363.0869643	2.2659
0.28395	360.7041196	2.2646
0.28454	325.0550891	2.2616
0.28467	340.2833417	2.2602
0.28484	309.0041892	2.2587
0.28512	481.7272112	2.2552
0.28512	439.1998898	2.2551
0.28512	425.1352948	2.255
0.28564	126.9670306	2.2517
0.28564	298.1260999	2.2513
0.28681	174.9911798	2.2462
0.28821	203.0063825	2.2397
0.28821	406.6831498	2.239
0.28821	304.8923989	2.2381
0.28821	477.2758422	2.2371
0.28821	273.0477527	2.2366
0.28821	238.8623483	2.2358
0.28821	458.786001	2.235
0.28917	312.952332	2.2306
0.29019	244.2267211	2.2254
0.29019	417.2178689	2.2246
0.29019	166.0726361	2.2244
0.29037	159.9353252	2.2226
0.29037	222.1121469	2.2219
0.29146	120.0552794	2.2172
0.29147	257.976679	2.2163
0.29269	294.586051	2.2111
0.29337	278.6096303	2.2059
0.29337	121.1008388	2.2057
0.29337	343.0156474	2.2053
0.29337	346.0081456	2.2052
0.2937	546.3543176	2.203
0.2937	149.1167973	2.2016
0.2937	227.0217304	2.2014
0.2943	146.0595904	2.1984
0.29454	298.0807532	2.196
0.29454	279.1943489	2.1949
0.29454	250.1585981	2.1942
0.29454	161.0817256	2.194
0.29501	97.53336103	2.1907
0.29501	189.1127101	2.1904
0.29501	107.0851569	2.1897
0.29501	404.7879322	2.1889
0.2952	414.7147473	2.1872
0.2952	322.8365942	2.1845
0.2952	123.0400886	2.1839
0.2952	240.1799007	2.1835
0.2952	318.226797	2.1832
0.2952	342.8681705	2.183
0.29564	320.205443	2.1806
0.29594	203.0439299	2.1782
0.29594	521.2903778	2.1778
0.29666	154.0489611	2.1745
0.29682	288.7686712	2.173
0.29704	103.0539364	2.1714
0.29717	205.1220023	2.1701
0.29766	238.0014778	2.1652
0.29766	306.7652975	2.1649
0.29766	332.3296901	2.1646
0.29766	281.0949706	2.1645
0.29766	140.0438106	2.1641
0.29778	177.9477376	2.1604
0.29778	415.8947902	2.1601
0.29778	503.8251121	2.1596
0.29778	185.079982	2.1593
0.29778	291.1849218	2.158
0.29778	495.1573936	2.1575
0.29778	515.3204133	2.1565
0.29778	430.8881991	2.1564
0.29778	480.6145206	2.1554
0.29778	420.2566395	2.1551
0.29792	213.9825291	2.1537
0.29827	393.3038469	2.1517
0.29865	167.1063239	2.1495
0.29894	103.0943026	2.1469
0.29894	268.6350437	2.1468
0.29918	178.0349458	2.145
0.29918	150.9559128	2.1441
0.29918	329.8982953	2.1419
0.29918	217.9976843	2.141
0.29918	289.2728871	2.14
0.29918	116.0147071	2.1398
0.29918	268.0814333	2.1394
0.29918	440.2835124	2.1383
0.29918	85.03934182	2.1377
0.29918	325.291366	2.137
0.29918	388.9839188	2.1361
0.29918	140.1175839	2.1359
0.29924	181.9772507	2.1348
0.29942	228.2314164	2.1323
0.29942	245.1394418	2.1317
0.29942	116.8906867	2.1309
0.29942	116.0572849	2.1304
0.29942	176.0402924	2.13
0.30001	432.319071	2.1266
0.30001	400.664571	2.1263
0.30036	530.9753016	2.1238
0.30036	302.6276748	2.1234
0.30055	532.2118241	2.1219
0.30059	360.8387593	2.1203
0.30059	463.308301	2.1199
0.30059	130.0648064	2.1191
0.30059	441.7708439	2.1184
0.30059	282.8230956	2.1176
0.30266	313.1009091	2.109
0.30266	265.9300042	2.1087
0.30266	328.8029518	2.1071
0.30266	432.8834578	2.1067
0.30266	456.3304032	2.1065
0.30282	372.9942339	2.1051
0.30302	438.630072	2.1032
0.30302	488.8730018	2.1017
0.30302	327.2511192	2.101
0.30302	258.6501889	2.1008
0.30302	343.94541	2.0994
0.30302	238.1043045	2.0994
0.30302	174.8485804	2.0986
0.30306	465.2853016	2.0977
0.30309	206.8934488	2.0967
0.30311	332.2953554	2.0959
0.30342	181.0257172	2.0935
0.30342	519.1384128	2.0931
0.30342	254.6338879	2.0915
0.30342	398.6689039	2.0914
0.30342	320.1098274	2.0906
0.30342	303.6290312	2.0899
0.30513	170.9605822	2.0829
0.30513	364.0849872	2.0825
0.30544	213.1595535	2.0806
0.30559	280.0596662	2.0793
0.30559	176.0652127	2.0785
0.30602	267.1400671	2.076
0.30602	414.0167547	2.0755
0.30641	201.0729146	2.0728
0.30641	105.9534271	2.0725
0.30689	354.2483809	2.0699
0.30689	104.9547258	2.0693
0.30772	278.8751383	2.0657
0.30785	497.3000896	2.0639
0.30785	383.6834422	2.0637
0.30873	529.0894929	2.06
0.30885	419.1373629	2.0575
0.30885	491.369853	2.0571
0.30885	320.9229582	2.0568
0.30885	222.0771072	2.0563
0.30928	301.1878018	2.0541
0.30997	423.1407897	2.051
0.31015	590.4236919	2.0496
0.31017	300.2156904	2.0488
0.31116	396.005526	2.0439
0.31116	140.9612357	2.0438
0.31116	315.1942463	2.0431
0.31177	328.9153372	2.0403
0.31191	212.974256	2.0386
0.31191	214.2523131	2.0382
0.31234	400.2569114	2.0357
0.31234	158.0024219	2.0351
0.31234	245.2259366	2.0343
0.31234	305.2676806	2.0336
0.31234	94.54533106	2.0315
0.31234	342.7793263	2.0313
0.31234	149.9883066	2.0313
0.31333	571.3561612	2.0272
0.31378	252.0730608	2.025
0.31381	510.9809002	2.0241
0.31398	508.9054061	2.0227
0.31406	237.2402356	2.021
0.31406	162.1120008	2.0209
0.31416	138.0482415	2.0186
0.31416	391.9692113	2.0182
0.31416	350.3016286	2.0182
0.31438	92.03954926	2.0167
0.31442	109.0756897	2.0135
0.31442	344.9720442	2.0133
0.31442	541.3655055	2.013
0.31442	232.828667	2.0125
0.31442	634.4502421	2.0123
0.31442	112.0613553	2.0099
0.31442	340.6219022	2.0089
0.31442	170.9607342	2.0083
0.31442	273.9543248	2.0081
0.31442	318.9358764	2.0081
0.31442	247.9430382	2.0073
0.31442	216.0621476	2.0071
0.31525	477.2797821	2.0037
0.31537	458.3333378	2.0021
0.31537	414.2332836	2.0009
0.31537	224.1581888	1.9991
0.31537	586.271667	1.9978
0.31537	98.9942201	1.9977
0.31537	141.9829211	1.9974
0.31537	307.1480224	1.9973
0.31537	147.9989742	1.9971
0.31733	245.9150949	1.99
0.31856	539.206432	1.9852
0.31878	430.8251265	1.9826
0.31878	177.9096054	1.9823
0.31878	167.055161	1.9822
0.31952	197.0940787	1.9788
0.31952	266.2822494	1.9776
0.31952	216.1826027	1.9768
0.31952	121.0643777	1.9764
0.31952	431.2241852	1.9748
0.31952	301.9626322	1.9748
0.31952	350.7585479	1.9744
0.3197	92.00566054	1.9731
0.31983	335.0196442	1.9719
0.32048	576.4105022	1.9691
0.32061	424.9992746	1.9673
0.32061	416.3726978	1.9671
0.32062	277.1728093	1.9662
0.32062	229.9800768	1.9656
0.3217	142.976179	1.9614
0.32176	227.1271206	1.9604
0.32217	227.6344182	1.9584
0.32265	195.101019	1.9561
0.3227	264.7801017	1.9551
0.32305	482.3230273	1.9533
0.32332	285.3341933	1.9517
0.32441	489.9489405	1.9475
0.32525	194.0958702	1.9426
0.32525	120.08037	1.9424
0.32525	465.7710937	1.9414
0.32525	459.421601	1.9413
0.32525	410.3112528	1.9405
0.32525	368.3883017	1.9403
0.32573	526.3776559	1.9378
0.32573	386.3247736	1.9365
0.32573	379.412517	1.9359
0.32573	311.0698152	1.9358
0.32585	306.8286851	1.9346
0.3259	116.975736	1.9334
0.3259	246.867067	1.933
0.32624	475.2532888	1.9312
0.32662	424.8698331	1.9292
0.32781	186.0183027	1.9247
0.32785	614.8106095	1.9239
0.32831	176.992058	1.9214
0.32831	239.1322561	1.9209
0.32861	550.6304312	1.9193
0.3296	436.0417177	1.9153
0.3296	109.0390529	1.9143
0.3296	200.5858504	1.9139
0.32999	383.2389803	1.912
0.33039	229.0007981	1.91
0.33056	177.9711963	1.908
0.33056	342.9593686	1.9073
0.33056	152.0448398	1.9073
0.33098	326.7334003	1.905
0.33098	602.2701147	1.9045
0.33103	253.2522034	1.9036
0.3312	592.4345272	1.9021
0.3312	377.3240311	1.9016
0.33148	379.2449815	1.9
0.33251	271.14961	1.8957
0.33251	253.9466073	1.8945
0.33251	159.091234	1.8937
0.33251	221.0740314	1.8932
0.33251	342.988147	1.8927
0.33251	154.1587392	1.8918
0.33251	175.9410469	1.8913
0.33251	245.1351197	1.8909
0.3332	335.2783263	1.888
0.33403	228.156917	1.8845
0.33403	482.8277349	1.884
0.33428	271.1506838	1.8819
0.33428	316.6283946	1.8818
0.33594	283.1898054	1.8752
0.33594	86.95525771	1.8748
0.33594	468.2689313	1.8745
0.33631	219.1738622	1.8727
0.33639	566.5819741	1.8715
0.33639	133.5354329	1.8705
0.33639	331.1717643	1.8702
0.33688	208.1551405	1.868
0.33766	375.2729069	1.8649
0.33769	279.15868	1.8631
0.33769	158.9805931	1.8628
0.33769	550.5474439	1.8611
0.33769	271.2046873	1.8608
0.33769	281.6621042	1.8607
0.33769	434.2684386	1.8602
0.33769	260.1315767	1.8598
0.33793	239.1484835	1.8583
0.3383	279.0925248	1.8565
0.33875	554.3942108	1.8544
0.33912	450.3203006	1.8524
0.33912	478.6182041	1.8516
0.33912	328.2472209	1.851
0.33912	117.9591382	1.8504
0.3397	360.2410531	1.8478
0.3397	397.3279272	1.8472
0.33987	253.0103384	1.8442
0.33987	274.2009998	1.8423
0.33987	226.8615791	1.8423
0.33987	101.0341016	1.8421
0.33987	226.1795674	1.842
0.33987	163.1167371	1.8419
0.33987	473.3447206	1.8408
0.33987	318.0188818	1.8403
0.33987	342.2625074	1.8402
0.3409	243.1195612	1.8363
0.3409	537.215475	1.8357
0.34142	119.0852413	1.8316
0.34142	370.7145184	1.8312
0.34142	257.0567688	1.8309
0.34142	217.9258708	1.8307
0.34142	432.7745752	1.8306
0.34184	367.9905022	1.8286
0.34199	141.0543098	1.8275
0.34269	437.6770707	1.8247
0.34273	286.2286852	1.8239
0.34313	234.1313555	1.822
0.3434	402.9705323	1.8194
0.3434	268.2626872	1.8185
0.3434	560.2805181	1.8184
0.3434	416.2154341	1.8183
0.3434	277.1446597	1.8176
0.3434	207.8968347	1.8169
0.34379	288.1419783	1.8142
0.34379	114.5485865	1.8139
0.34379	476.2767008	1.8131
0.34379	386.2903463	1.8129
0.34511	288.1744027	1.808
0.34511	464.3122141	1.8067
0.34511	387.9769826	1.8066
0.34511	231.0833341	1.806
0.34511	390.1108887	1.8052
0.34511	427.2890897	1.8039
0.34511	343.3027843	1.8036
0.34511	260.9491914	1.8028
0.34511	290.639285	1.8027
0.34612	244.923492	1.799
0.34617	332.6527292	1.7976
0.34617	484.8504738	1.7967
0.34617	498.2568657	1.7965
0.34617	243.1201897	1.795
0.34617	519.1384128	1.795
0.34617	111.5212943	1.794
0.34617	134.953573	1.794
0.34624	258.8647966	1.7931
0.34632	176.0616672	1.7921
0.34686	346.270919	1.7895
0.34686	149.1319635	1.7891
0.34686	365.2294067	1.787
0.34686	522.3443155	1.7868
0.34686	320.0937181	1.7859
0.34686	302.8807512	1.7859
0.34686	514.1730921	1.7851
0.34686	460.7976672	1.7842
0.34686	304.6270412	1.7831
0.34686	141.138385	1.783
0.34686	158.9857429	1.7825
0.34686	148.0387716	1.7817
0.34686	196.9729831	1.7816
0.34753	242.0781366	1.7789
0.34809	93.00364767	1.7766
0.34813	373.9460003	1.7754
0.34813	301.0013886	1.7751
0.34813	527.941741	1.7744
0.34815	496.8394722	1.7737
0.34918	369.8742107	1.77
0.34958	128.0450053	1.7681
0.34972	200.0826669	1.767
0.35019	485.7391684	1.7645
0.35019	317.0119754	1.7643
0.35025	489.269418	1.7634
0.351	505.2768167	1.7606
0.35119	506.7175206	1.7578
0.35119	462.781212	1.7577
0.35119	164.0400763	1.7567
0.35119	177.9478158	1.7566
0.35119	245.0480969	1.7566
0.35169	437.193099	1.7545
0.35328	532.2767797	1.7492
0.35336	148.9349671	1.7483
0.3536	506.3255443	1.7469
0.35416	552.8831125	1.7446
0.35416	259.6481054	1.7434
0.35416	313.4614181	1.7432
0.35416	247.226443	1.7426
0.35428	454.1722898	1.7416
0.35473	332.6779151	1.7385
0.35473	354.2991157	1.7375
0.35473	266.6390305	1.7375
0.35473	252.9160302	1.7367
0.35473	302.1746463	1.7366
0.35473	380.9636417	1.7362
0.35547	210.9055672	1.7334
0.35666	414.8679644	1.7284
0.35666	556.2782057	1.7283
0.35666	562.587697	1.7275
0.35666	195.0871577	1.7273
0.35671	100.5329678	1.7265
0.35728	102.0544824	1.7242
0.35805	477.2167505	1.7214
0.35807	101.0421908	1.7193
0.35807	145.1219989	1.7192
0.35807	325.3209708	1.7181
0.35807	132.055209	1.7172
0.35807	260.1847754	1.716
0.35807	450.8913502	1.7159
0.35807	366.1384398	1.7154
0.35807	133.535432	1.7153
0.35807	495.3281326	1.7153
0.35873	236.1184558	1.7117
0.35873	416.3053918	1.7116
0.35873	482.6113347	1.7111
0.35873	177.0865061	1.7094
0.35873	281.1965004	1.7076
0.35873	214.2158267	1.7074
0.35873	289.2513848	1.7072
0.35873	302.2146245	1.7071
0.35873	484.2902371	1.7068
0.35873	274.9060674	1.7066
0.35873	255.9755204	1.7061
0.35897	342.9281709	1.7048
0.35952	125.546767	1.7018
0.35952	442.2132425	1.7016
0.35952	242.925441	1.7012
0.35994	117.9972967	1.6979
0.35994	380.2011929	1.6972
0.35994	119.0891677	1.6971
0.35994	415.2098168	1.697
0.35994	243.1736046	1.6968
0.36006	120.0885977	1.6958
0.36011	203.1791736	1.695
0.36017	122.0707947	1.6941
0.36017	216.1952843	1.6934
0.36017	478.7527517	1.6919
0.36017	126.9671307	1.6917
0.36017	382.9260293	1.6915
0.36017	428.1614666	1.6909
0.36045	161.0379009	1.6894
0.36108	144.9816751	1.687
0.36221	365.3191831	1.6832
0.36264	298.1429891	1.6813
0.3627	364.9290187	1.6805
0.36537	288.2523519	1.6717
0.36537	458.3481686	1.6714
0.36537	549.3632613	1.6711
0.36664	611.3519028	1.666
0.36664	553.8028302	1.6657
0.36664	276.6224131	1.665
0.36664	264.8517445	1.6649
0.36694	422.8091928	1.6632
0.36694	284.6301767	1.6628
0.36759	479.2003324	1.6603
0.36795	465.3156413	1.6583
0.36795	147.1163471	1.6578
0.36795	303.8731279	1.6574
0.36809	454.7799996	1.6564
0.36813	119.9566687	1.6556
0.36827	303.2355895	1.6546
0.36977	210.9206176	1.6498
0.36995	388.8997088	1.6485
0.36995	95.5013337	1.648
0.37074	281.1948711	1.6452
0.37111	213.0360691	1.6426
0.37111	102.0126171	1.6421
0.37111	488.9873817	1.6417
0.37111	375.2445021	1.641
0.37111	410.1511764	1.6407
0.37111	180.9037565	1.6392
0.37111	161.0704067	1.6392
0.37111	427.1589519	1.6385
0.37111	280.0915454	1.6379
0.37111	134.1170945	1.6378
0.37118	383.247089	1.6369
0.37161	537.3378216	1.6351
0.37162	517.8847948	1.6345
0.37166	513.7768351	1.6332
0.37166	443.8799365	1.6331
0.37221	255.1585997	1.6304
0.37221	461.3625561	1.6303
0.37236	407.253979	1.6287
0.37236	87.02750198	1.6269
0.37236	121.9576103	1.6268
0.37236	251.1999562	1.6266
0.37236	148.0958086	1.6265
0.37236	261.188296	1.6258
0.37236	214.1128852	1.6254
0.37382	174.9377602	1.6207
0.37382	219.0829301	1.6197
0.37382	511.304022	1.6196
0.37384	624.8450044	1.6186
0.37384	230.1454804	1.618
0.37384	280.011256	1.6175
0.37384	506.2911066	1.617
0.37395	114.1272812	1.6161
0.37466	301.1988071	1.6123
0.37466	158.0806811	1.6119
0.37466	92.98057604	1.6118
0.37466	149.0817006	1.6116
0.37472	470.7637584	1.6105
0.37472	375.3096897	1.6096
0.37472	370.2036942	1.6096
0.37493	143.9805479	1.6061
0.37493	360.9009261	1.606
0.37493	242.018257	1.6058
0.37493	352.0162505	1.6057
0.37493	99.97952552	1.6057
0.37493	341.3046261	1.6052
0.37518	273.2207733	1.6039
0.37553	210.8874679	1.6024
0.37554	286.7710428	1.601
0.37554	538.3511375	1.6007
0.37554	203.1426039	1.6005
0.37564	133.0968772	1.5996
0.37567	158.0022139	1.5984
0.37567	456.7616583	1.5983
0.37568	217.0489758	1.5968
0.37568	136.0864428	1.5959
0.37568	121.0508011	1.5954
0.37568	220.0667453	1.5951
0.37568	317.1952602	1.5948
0.37568	277.6015864	1.5945
0.37591	377.194872	1.5929
0.37591	128.5021851	1.5926
0.37617	363.2915693	1.5913
0.37744	151.111268	1.5868
0.37744	334.2146422	1.5866
0.37807	116.1067167	1.5843
0.37902	86.04255464	1.5812
0.37987	153.9930425	1.5782
0.38045	236.9715307	1.5761
0.38097	486.1115289	1.5739
0.38097	390.7726345	1.5735
0.38239	442.6492681	1.5691
0.3825	262.9645701	1.5682
0.3825	166.0968209	1.5675
0.38283	239.2362575	1.566
0.38306	435.2343378	1.5648
0.38349	470.3317969	1.5631
0.38355	591.319149	1.562
0.38355	344.1901572	1.5617
0.38359	115.9788672	1.561
0.38423	481.300024	1.5587
0.38424	370.2790821	1.5577
0.38424	265.11747	1.5566
0.38424	329.1566197	1.5565
0.38424	303.1047828	1.5562
0.38428	211.1685629	1.5555
0.38457	488.2772418	1.5541
0.38684	129.0656479	1.5467
0.38684	312.325681	1.5463
0.38684	528.3361459	1.5457
0.38684	484.7899698	1.5447
0.38684	429.9951225	1.5443
0.38684	388.3410597	1.5441
0.38684	218.1066194	1.5439
0.38711	142.0858686	1.5425
0.38817	369.3508104	1.5392
0.38817	296.0571006	1.5385
0.38845	505.242486	1.5372
0.38939	387.1783174	1.5341
0.3899	297.1901983	1.5322
0.38994	293.9999156	1.5315
0.39047	330.235902	1.5295
0.39098	247.6415964	1.5276
0.3913	299.0611662	1.5256
0.3913	465.345984	1.524
0.3913	390.2712035	1.5237
0.3913	131.961358	1.5236
0.3913	132.5008393	1.523
0.3913	527.2960554	1.5226
0.3913	572.7986336	1.5219
0.3913	143.0711682	1.5214
0.3913	355.9315697	1.5211
0.3913	282.2793233	1.52
0.3913	367.0293444	1.5197
0.3913	295.2158369	1.5192
0.3913	233.8713827	1.5189
0.39138	501.780278	1.5178
0.39138	189.4769228	1.5175
0.39151	459.939232	1.5166
0.39256	521.834964	1.5129
0.39256	214.0853262	1.5127
0.39325	306.7393498	1.5103
0.39335	479.1844781	1.509
0.39335	181.0856478	1.5088
0.39363	290.6280441	1.5075
0.39381	451.3004255	1.5065
0.39411	171.0992871	1.5051
0.39433	515.8778048	1.5039
0.39433	124.0864385	1.5032
0.39433	331.2153922	1.5027
0.39465	540.3674017	1.5013
0.39479	208.1325719	1.4999
0.39479	603.6015031	1.4998
0.39482	180.0069781	1.4991
0.3949	360.1611483	1.4979
0.3949	521.8619905	1.4976
0.3949	236.1289723	1.4971
0.39498	112.0615796	1.4963
0.39498	139.9235579	1.495
0.39498	302.0181898	1.4943
0.39498	311.0076173	1.494
0.39498	352.3040199	1.494
0.39543	197.9807892	1.4922
0.3955	184.1115212	1.4912
0.3955	175.0893185	1.4909
0.39576	115.9636885	1.4892
0.39576	275.276577	1.4871
0.39576	216.8327424	1.4871
0.39576	449.2534023	1.4868
0.39576	302.2321625	1.4864
0.39576	420.2482912	1.4854
0.39576	584.8581935	1.4838
0.39576	545.3423919	1.4833
0.39576	308.2940434	1.4824
0.39576	397.2799907	1.4822
0.39576	413.2287183	1.4822
0.39576	272.2003887	1.4816
0.39576	353.1924843	1.4804
0.39576	486.7844811	1.4793
0.39576	152.4771126	1.479
0.39576	87.5092359	1.4788
0.39576	263.9948089	1.4785
0.39576	190.9169087	1.4784
0.39576	418.219508	1.4781
0.39576	308.2551947	1.478
0.39576	422.326708	1.4779
0.39614	204.9564876	1.4754
0.39614	182.9471811	1.4748
0.39614	101.1067872	1.4744
0.39614	510.8674436	1.4737
0.39614	530.3240446	1.4734
0.39614	201.9904866	1.4727
0.39614	358.301779	1.4715
0.39614	134.9912604	1.4709
0.39614	426.739134	1.4705
0.39614	95.05995633	1.47
0.39614	278.0823766	1.4699
0.39614	520.8319671	1.4696
0.39614	302.1312652	1.4694
0.39614	476.6225046	1.4683
0.39614	480.8415309	1.468
